GVKEY,permno,fyear,EXECID,grantdate,X,M,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo,time
5860,12570,2007,26006,2007-03-31 00:00:00,,,10,0.04018179,0.143423339,0.007570731,0,0.021613478999999998,0.19856623899999998,8.2557847899661,10.234996598592673,6.052466010381344,4.628384646161453,0.0,2.01402007,8.913415718,0.073335178,0.121881813,15
15709,75592,2007,22941,2007-02-28 00:00:00,,,10,0.04018179,0.304333764,0.038981875,1,0.016626892,-0.047845217,6.783664558191198,9.590460894305638,5.364646346357427,4.891250838851735,0.67745189,2.065959022,8.44719982,0.24123949100000003,0.115544472,15
133504,87789,2007,43398,2007-03-31 00:00:00,,,10,0.04018179,0.42180584200000004,0.0,1,-0.12154737800000001,0.900905524,,,,,,6.220167626,4.215027094,0.0,0.06971655,15
133504,87789,2007,43398,2007-03-31 00:00:00,,,10,0.04018179,0.42180584200000004,0.0,0,-0.12154737800000001,0.900905524,,,,,,6.220167626,4.215027094,0.0,0.06971655,15
6266,22111,2007,18551,2007-02-28 00:00:00,,,10,0.04018179,0.10146089,0.019972306999999998,1,0.039612793,-0.15455879,8.68707512408411,11.137303203370866,7.415431752776357,6.4211267883288645,0.602445749,3.149966617,11.16417617,0.029664918999999998,0.24554933199999998,15
6266,22111,2007,18551,2007-02-28 00:00:00,,,10,0.04018179,0.10146089,0.019972306999999998,0,0.039612793,-0.15455879,7.621711443037053,11.137303203370866,7.415431752776357,6.4211267883288645,0.602445749,3.149966617,11.16417617,0.029664918999999998,0.24554933199999998,15
6461,59045,2007,7018,2007-01-31 00:00:00,,,10,0.04018179,0.232254249,0.0,1,0.205784296,0.22925104,6.361826122830303,9.854198042389243,5.409527224349589,2.8090862947106805,0.612175341,1.9254167309999999,7.148439292999999,0.12681119400000002,0.146618198,15
6461,59045,2007,7018,2007-01-31 00:00:00,,,10,0.04018179,0.232254249,0.0,0,0.205784296,0.22925104,0.0,9.854198042389243,5.409527224349589,2.8090862947106805,0.612175341,1.9254167309999999,7.148439292999999,0.12681119400000002,0.146618198,15
15267,75591,2007,27464,2007-04-30 00:00:00,,,10,0.04018179,0.211474807,0.011346633,0,-0.016725518999999998,0.31060409899999997,0.0,9.673920434848679,5.341275264162383,4.240867575654368,0.23458578800000002,1.9375646880000001,7.4216687310000005,0.111814581,0.128623672,15
15709,75592,2007,22941,2007-02-28 00:00:00,,,10,0.04018179,0.304333764,0.038981875,0,0.016626892,-0.047845217,7.1553182348370905,9.590460894305638,5.364646346357427,4.891250838851735,0.67745189,2.065959022,8.44719982,0.24123949100000003,0.115544472,15
15267,75591,2007,27464,2007-04-30 00:00:00,,,10,0.04018179,0.211474807,0.011346633,1,-0.016725518999999998,0.31060409899999997,7.205473685271892,9.673920434848679,5.341275264162383,4.240867575654368,0.23458578800000002,1.9375646880000001,7.4216687310000005,0.111814581,0.128623672,15
5568,23077,2007,3847,2007-08-31 00:00:00,,,10,0.036139047,0.128388706,0.029417241,1,0.027093107999999998,0.11335109300000001,7.747610236271532,11.196565857530821,7.491088865855495,6.846448784043055,0.800952838,2.327356541,9.213737196,0.209070423,0.11253083,15
163946,90829,2007,32904,2007-08-31 00:00:00,,,10,0.04018179,0.304333764,0.002213349,0,2.8241714019999997,-0.097969473,0.0,10.037214621202345,5.808536172837538,4.967937894881223,0.306235872,1.5018677,7.16348218,0.002167171,0.165784545,15
3026,23393,2007,28032,2007-06-30 00:00:00,,,10,0.04018179,0.154688136,0.006679069,1,0.26836122100000004,-0.036786756000000004,7.144215631590112,9.345918494369608,5.229042677854347,3.9389260500905663,0.485460425,1.824199967,7.755833121,0.219197738,0.095553425,15
3026,23393,2007,28032,2007-03-31 00:00:00,,,10,0.04018179,0.154688136,0.006679069,0,0.299844741,0.0007044810000000001,4.5493614491595125,9.345918494369608,5.229042677854347,3.9389260500905663,0.485460425,1.824199967,7.755833121,0.219197738,0.095553425,15
25405,84776,2007,41927,2007-02-28 00:00:00,,,10,0.04018179,0.260014183,0.0,0,0.762328085,1.187412376,,,,,,1.8309854509999999,7.705127331,0.18230569300000002,0.061712185,15
25405,84776,2007,41927,2007-02-28 00:00:00,,,10,0.04018179,0.260014183,0.0,1,0.762328085,1.187412376,,,,,,1.8309854509999999,7.705127331,0.18230569300000002,0.061712185,15
3342,26084,2007,14732,2007-05-31 00:00:00,,,10,0.04018179,0.497284619,0.0,1,-0.056363829000000004,0.302633003,4.871838120981534,7.950824964038504,3.655626954689299,3.1812745258357658,0.706036453,1.144606461,4.724880253,0.0,0.22526702899999998,15
3342,26084,2007,14732,2007-05-31 00:00:00,,,10,0.04018179,0.497284619,0.0,0,-0.056363829000000004,0.302633003,0.0,7.950824964038504,3.655626954689299,3.1812745258357658,0.706036453,1.144606461,4.724880253,0.0,0.22526702899999998,15
110685,86021,2007,19157,2007-08-31 00:00:00,,,10,0.04018179,0.170105222,0.007093909,1,0.246335587,-0.12076958800000001,8.832259743205137,9.687180705112208,5.703399454980196,4.812735252381279,0.401237761,1.369528345,9.494594074,0.249839087,0.090208328,15
110685,86021,2007,19157,2007-08-31 00:00:00,,,10,0.04018179,0.170105222,0.007093909,0,0.246335587,-0.12076958800000001,0.0,9.687180705112208,5.703399454980196,4.812735252381279,0.401237761,1.369528345,9.494594074,0.249839087,0.090208328,15
163946,90829,2007,32904,2007-08-31 00:00:00,,,10,0.04018179,0.304333764,0.002213349,1,2.8241714019999997,-0.097969473,7.084929863644167,10.037214621202345,5.808536172837538,4.967937894881223,0.306235872,1.5018677,7.16348218,0.002167171,0.165784545,15
4060,20626,2007,26094,2007-02-28 00:00:00,,,10,0.04018179,0.20330953699999998,0.031252793,1,-0.031351252,-0.24963523,8.419153808522953,9.461990205224776,5.49397837386005,5.581520739456119,0.31882141199999997,1.464255609,10.72726818,0.143027875,0.09056472300000001,15
25338,77659,2007,13517,2007-05-31 00:00:00,,,10,0.036717583,0.228766036,0.0,0,0.101161918,-0.171025735,0.0,11.077575952136284,7.0459090080055935,5.68499817486852,0.7341216540000001,3.12242628,8.284076069,0.0,0.18143305699999998,15
25338,77659,2007,13517,2007-05-31 00:00:00,,,10,0.036717583,0.228766036,0.0,1,0.101161918,-0.171025735,8.08985554893156,11.077575952136284,7.0459090080055935,5.68499817486852,0.7341216540000001,3.12242628,8.284076069,0.0,0.18143305699999998,15
4423,52476,2007,29414,2007-02-28 00:00:00,,,10,0.04018179,0.17980365899999998,0.003925874,1,0.00517054,0.160946972,7.047086526882614,9.424119285221716,4.9271082796588015,3.041620318742167,0.42891173299999996,3.359387915,7.490864354,0.083769442,0.204368004,15
4423,52476,2007,29414,2007-02-28 00:00:00,,,10,0.04018179,0.17980365899999998,0.003925874,0,0.00517054,0.160946972,0.0,9.424119285221716,4.9271082796588015,3.041620318742167,0.42891173299999996,3.359387915,7.490864354,0.083769442,0.204368004,15
24782,77182,2007,24736,2007-10-31 00:00:00,,,10,0.049742092,0.304333764,0.009414126,0,0.277574833,-0.288972187,,,,,,1.4885687619999999,7.468298637,0.246284217,0.074212775,15
24782,77182,2007,24736,2007-10-31 00:00:00,,,10,0.049742092,0.304333764,0.009414126,1,0.277574833,-0.288972187,,,,,,1.4885687619999999,7.468298637,0.246284217,0.074212775,15
5439,23819,2007,12690,2007-12-31 00:00:00,,,10,0.04018179,0.338728985,0.010106641,1,0.168749638,-0.045407977999999995,8.428264624337055,10.930028165416743,6.459380618451406,5.282846276534688,0.240919971,2.403799049,9.730383385,0.07001897,0.243637575,15
5439,23819,2007,12690,2007-12-31 00:00:00,,,10,0.04018179,0.338728985,0.010106641,0,0.168749638,-0.045407977999999995,0.0,10.930028165416743,6.459380618451406,5.282846276534688,0.240919971,2.403799049,9.730383385,0.07001897,0.243637575,15
4060,20626,2007,26094,2007-02-28 00:00:00,,,10,0.04018179,0.20330953699999998,0.031252793,0,-0.031351252,-0.24963523,0.0,9.461990205224776,5.49397837386005,5.581520739456119,0.31882141199999997,1.464255609,10.72726818,0.143027875,0.09056472300000001,15
163113,91114,2007,41744,2007-03-31 00:00:00,,,10,0.04018179,0.304333764,0.023128992999999997,0,0.24425191100000002,0.035791885,,,,,,1.9744858330000001,6.477587558,0.371149943,0.057267125999999995,15
163113,91114,2007,41744,2007-05-31 00:00:00,,,10,0.04018179,0.304333764,0.023128992999999997,1,0.56855765,0.022723195,,,,,,1.9744858330000001,6.477587558,0.371149943,0.057267125999999995,15
6821,56223,2007,14798,2007-02-28 00:00:00,,,10,0.04018179,0.249703752,0.018618537,1,-0.309820752,0.041815394,7.204692777778053,8.731634098574814,4.455051248769622,3.8104222297485775,0.46066759,1.051411914,8.142470651,0.17851845100000002,0.051083935999999996,15
8823,54148,2007,24550,2007-12-31 00:00:00,,,10,0.04018179,0.302228402,0.00374915,1,-0.697000698,-0.19890582899999998,8.833300913169154,10.882534853188384,6.612908147894779,5.9401631724246275,0.474547101,1.142573406,9.48629449,0.29089234399999997,-0.020502945,15
8823,54148,2007,24550,2007-02-28 00:00:00,,,10,0.04018179,0.302228402,0.00374915,0,-0.268213879,-0.05256809900000001,0.0,10.882534853188384,6.612908147894779,5.9401631724246275,0.474547101,1.142573406,9.48629449,0.29089234399999997,-0.020502945,15
12635,10696,2007,23954,2007-02-28 00:00:00,,,10,0.04018179,0.156543853,0.0,0,0.21612379999999998,0.052927607,0.0,9.032864250954933,5.5421986866008695,0.0,0.34258344799999996,2.053970582,8.73374273,0.058604217,0.105134584,15
12635,10696,2007,23954,2007-02-28 00:00:00,,,10,0.04018179,0.156543853,0.0,1,0.21612379999999998,0.052927607,0.0,9.032864250954933,5.5421986866008695,0.0,0.34258344799999996,2.053970582,8.73374273,0.058604217,0.105134584,15
9173,67193,2007,27297,2007-03-31 00:00:00,,,10,0.045642358,0.304333764,0.009682682,1,0.646733281,-0.056744129000000004,5.2660323918178,8.12024738022538,3.66885261015808,2.142457407134143,0.5451569070000001,1.204506224,6.550112724,0.125462709,0.054706315,15
9173,67193,2007,27297,2007-03-31 00:00:00,,,10,0.045642358,0.304333764,0.009682682,0,0.646733281,-0.056744129000000004,6.464339051445401,8.12024738022538,3.66885261015808,2.142457407134143,0.5451569070000001,1.204506224,6.550112724,0.125462709,0.054706315,15
12392,10421,2007,8180,2007-02-28 00:00:00,,,10,0.04018179,0.291735445,0.005038519,0,-0.160871704,0.635904947,0.0,10.904175162541106,6.470457997333497,4.8315514247312015,0.86676033,1.121482227,8.224811828,0.42634416700000005,0.148054023,15
12392,10421,2007,8180,2007-02-28 00:00:00,,,10,0.04018179,0.291735445,0.005038519,1,-0.160871704,0.635904947,6.6427685800472265,10.904175162541106,6.470457997333497,4.8315514247312015,0.86676033,1.121482227,8.224811828,0.42634416700000005,0.148054023,15
137131,88281,2007,23646,2007-02-28 00:00:00,,,10,0.04018179,0.232432348,0.0,0,-0.097095705,0.009557025,7.579496988377708,10.368879984346071,6.266723103463053,5.183592531637588,0.75434013,1.507940039,7.847193626,0.14833210300000002,0.064758261,15
9203,84381,2007,17969,2007-12-31 00:00:00,,,10,0.044208255,0.304333764,0.015640251,1,-0.016360351000000002,0.152595044,8.12757709594776,10.937446697853348,6.658522873529577,5.325314469564315,0.710197051,2.690518224,8.463032633,0.075977106,0.094185764,15
9611,51625,2007,25367,2007-02-28 00:00:00,,,10,0.04018179,0.25320944,0.006288453,1,0.40682961799999995,0.014874678,6.808796313277595,9.238986286788977,4.962796139573763,3.3854379743049186,0.617064794,1.144998879,9.183009154,0.175839091,0.042972687,15
9611,51625,2007,25367,2007-02-28 00:00:00,,,10,0.04018179,0.25320944,0.006288453,0,0.40682961799999995,0.014874678,6.679800170670705,9.238986286788977,4.962796139573763,3.3854379743049186,0.617064794,1.144998879,9.183009154,0.175839091,0.042972687,15
11509,64135,2007,20435,2007-06-30 00:00:00,,,10,0.049742092,0.304333764,0.0,0,0.5074609170000001,-0.223631594,0.0,9.687395473550719,5.088350512497598,,1.0,2.025691489,6.267959274,0.10784714599999999,0.197324415,15
11509,64135,2007,20435,2007-08-31 00:00:00,,,10,0.049742092,0.304333764,0.0,1,-0.11633118699999999,0.391339509,,9.687395473550719,5.088350512497598,,1.0,2.025691489,6.267959274,0.10784714599999999,0.197324415,15
144436,89036,2007,34075,2007-06-30 00:00:00,,,10,0.04018179,0.465741984,0.0,0,0.535333121,-0.159825054,5.071918522513154,9.051788281687266,4.725807069100779,2.9053432591275103,0.43728145,3.0479410939999996,4.829616888,0.0,0.041772185,15
144436,89036,2007,34075,2007-06-30 00:00:00,,,10,0.04018179,0.465741984,0.0,1,0.535333121,-0.159825054,6.035550059595702,9.051788281687266,4.725807069100779,2.9053432591275103,0.43728145,3.0479410939999996,4.829616888,0.0,0.041772185,15
10499,15579,2007,14274,2007-01-31 00:00:00,,,10,0.04018179,0.284523832,0.003790397,1,0.016345471,0.214188777,8.683077464039105,11.185027428907691,7.116119225625027,6.7563982390565975,0.677380025,3.182404365,9.541871852,0.000969978,0.163314081,15
10499,15579,2007,14274,2007-01-31 00:00:00,,,10,0.04018179,0.284523832,0.003790397,0,0.016345471,0.214188777,8.480321716640333,11.185027428907691,7.116119225625027,6.7563982390565975,0.677380025,3.182404365,9.541871852,0.000969978,0.163314081,15
9203,84381,2007,17969,2007-12-31 00:00:00,,,10,0.044208255,0.304333764,0.015640251,0,-0.016360351000000002,0.152595044,6.449256415393914,10.937446697853348,6.658522873529577,5.325314469564315,0.710197051,2.690518224,8.463032633,0.075977106,0.094185764,15
137131,88281,2007,23646,2007-02-28 00:00:00,,,10,0.04018179,0.232432348,0.0,1,-0.097095705,0.009557025,7.568832880331379,10.368879984346071,6.266723103463053,5.183592531637588,0.75434013,1.507940039,7.847193626,0.14833210300000002,0.064758261,15
7923,64311,2007,21199,2007-01-31 00:00:00,,,10,0.04018179,0.27539842800000003,0.011327661999999999,0,-0.051520067999999995,0.376995226,8.911226538561982,9.836906224688997,5.484422382442305,3.9383770822903275,0.512086852,1.398465184,10.16696658,0.18497633,0.08530219300000001,15
7923,64311,2007,21199,2007-01-31 00:00:00,,,10,0.04018179,0.27539842800000003,0.011327661999999999,1,-0.051520067999999995,0.376995226,7.251697939515582,9.836906224688997,5.484422382442305,3.9383770822903275,0.512086852,1.398465184,10.16696658,0.18497633,0.08530219300000001,15
6821,56223,2007,14798,2007-02-28 00:00:00,,,10,0.04018179,0.249703752,0.018618537,0,-0.309820752,0.041815394,7.057823063696669,8.731634098574814,4.455051248769622,3.8104222297485775,0.46066759,1.051411914,8.142470651,0.17851845100000002,0.051083935999999996,15
14960,12062,2007,29709,2007-02-28 00:00:00,,,10,0.04018179,0.152889732,0.0,0,0.307114898,0.168604224,,,,,,2.7498835230000003,8.294499539,0.105256135,0.16314051300000001,15
14960,12062,2007,29709,2007-02-28 00:00:00,,,10,0.04018179,0.152889732,0.0,1,0.307114898,0.168604224,,,,,,2.7498835230000003,8.294499539,0.105256135,0.16314051300000001,15
7116,39538,2007,18517,2007-08-31 00:00:00,,,10,0.04018179,0.240616451,0.027413861,1,0.094428527,-0.001657139,7.270637719884053,10.835329841836538,6.7810715442275145,6.006579580518307,0.8133901570000001,2.266224956,8.508532597,0.062326665,0.200339271,15
7116,39538,2007,18517,2007-08-31 00:00:00,,,10,0.04018179,0.240616451,0.027413861,0,0.094428527,-0.001657139,7.492760300922379,10.835329841836538,6.7810715442275145,6.006579580518307,0.8133901570000001,2.266224956,8.508532597,0.062326665,0.200339271,15
7506,54827,2007,15971,2007-08-31 00:00:00,,,10,0.049742092,0.304333764,0.005179891,1,0.30619859,-0.10255360300000001,7.311034428957106,9.516248918482255,5.42055092967637,3.776541601681452,0.376997274,2.305044631,7.998140485,0.001768772,0.162723377,15
7506,54827,2007,15971,2007-08-31 00:00:00,,,10,0.049742092,0.304333764,0.005179891,0,0.30619859,-0.10255360300000001,7.308040327048759,9.516248918482255,5.42055092967637,3.776541601681452,0.376997274,2.305044631,7.998140485,0.001768772,0.162723377,15
13406,11378,2007,24079,2007-03-31 00:00:00,,,10,0.04018179,0.474573124,0.009631165,0,0.287174844,-0.308864304,0.0,8.32604845580652,3.8833156897010457,2.853401048296484,0.881443757,1.305409413,5.778778624,0.177835021,-0.016629871,15
13406,11378,2007,24079,2007-03-31 00:00:00,,,10,0.04018179,0.474573124,0.009631165,1,0.287174844,-0.308864304,5.173620547614748,8.32604845580652,3.8833156897010457,2.853401048296484,0.881443757,1.305409413,5.778778624,0.177835021,-0.016629871,15
7637,69550,2007,24999,2007-07-31 00:00:00,,,10,0.04018179,0.29199476,0.009415965,1,-0.305789347,0.210450151,7.461340723749248,10.032404208121887,5.836096302474436,5.047893573961959,0.8890370120000001,1.846892881,8.355818783,0.239882415,0.208600148,15
7637,69550,2007,24999,2007-07-31 00:00:00,,,10,0.04018179,0.29199476,0.009415965,0,-0.305789347,0.210450151,8.159159038457007,10.032404208121887,5.836096302474436,5.047893573961959,0.8890370120000001,1.846892881,8.355818783,0.239882415,0.208600148,15
13003,89105,2007,13201,2007-11-30 00:00:00,,,10,0.044303925999999993,0.304333764,0.00918386,0,0.184725485,0.8903743270000001,,,,,,2.882000619,7.57814803,0.018345385,0.200399993,15
13003,89105,2007,13201,2007-11-30 00:00:00,,,10,0.044303925999999993,0.304333764,0.00918386,1,0.184725485,0.8903743270000001,,,,,,2.882000619,7.57814803,0.018345385,0.200399993,15
7912,61815,2007,14597,2007-02-28 00:00:00,,,10,0.04018179,0.269930151,0.004181219,1,0.30532644,0.19689246100000002,7.348815910895809,10.407903962299475,6.1170169398826815,4.351268887914263,0.8118766620000001,1.452380334,9.168437063999999,0.129309729,0.21237407,15
7912,61815,2007,14597,2007-02-28 00:00:00,,,10,0.04018179,0.269930151,0.004181219,0,0.30532644,0.19689246100000002,0.0,10.407903962299475,6.1170169398826815,4.351268887914263,0.8118766620000001,1.452380334,9.168437063999999,0.129309729,0.21237407,15
12691,10644,2007,18190,2007-02-28 00:00:00,,,10,0.04018179,0.296614213,0.0,0,0.35618549299999996,-0.026064902999999997,4.823855815517972,6.719919735948831,2.6986794046798517,0.20945649585759296,0.957843214,0.839012883,4.992091075,0.061124396,0.081645694,15
12691,10644,2007,18190,2007-02-28 00:00:00,,,10,0.04018179,0.296614213,0.0,1,0.35618549299999996,-0.026064902999999997,0.0,6.719919735948831,2.6986794046798517,0.20945649585759296,0.957843214,0.839012883,4.992091075,0.061124396,0.081645694,15
146017,89216,2007,11057,2007-09-30 00:00:00,,,10,0.045642358,0.304333764,0.019944969,0,0.46261384299999997,0.21032302600000002,0.0,8.309476873523332,3.728385556828204,,0.882505813,1.898697189,7.2759448739999995,0.135632121,0.108085826,15
146017,89216,2007,11057,2007-09-30 00:00:00,,,10,0.045642358,0.304333764,0.019944969,1,0.46261384299999997,0.21032302600000002,,8.309476873523332,3.728385556828204,,0.882505813,1.898697189,7.2759448739999995,0.135632121,0.108085826,15
164416,90971,2007,42039,2007-05-31 00:00:00,,,10,0.04018179,0.304333764,0.0,1,-0.295189838,-0.259190666,,,,,,3.473959116,4.914917031,0.0,0.004602393,15
164416,90971,2007,42039,2007-05-31 00:00:00,,,10,0.04018179,0.304333764,0.0,0,-0.295189838,-0.259190666,,,,,,3.473959116,4.914917031,0.0,0.004602393,15
10867,48725,2007,20835,2007-01-31 00:00:00,,,10,0.04018179,0.19897737899999998,0.015147853000000001,1,0.087836162,0.43212494700000004,8.677660827539595,10.506104986989286,6.406064959636047,5.602666260306283,0.663231192,1.261515198,10.5055058,0.147185796,0.08085345299999999,15
25870,78015,2007,30793,2007-03-31 00:00:00,,,10,0.04018179,0.171495368,0.0033207790000000003,0,0.0132548,-0.146698796,,,,,,1.30969869,7.0851681410000005,0.129946064,0.117269435,15
1410,47730,2007,16088,2007-03-31 00:00:00,,,10,0.044303925999999993,0.304333764,0.020673413,0,0.31206548100000003,-0.0417666,0.0,11.528155875202112,6.964378856933978,4.423925535921877,0.9380899109999999,1.417844105,6.92488178,0.0,0.144257561,15
27794,78875,2007,18580,2007-09-30 00:00:00,,,10,0.049742092,0.304333764,0.0,1,-0.233849465,-0.20581016300000002,4.178533445081194,9.018899230651359,5.165427409302706,4.722605100612935,0.962969135,2.118974139,6.803727209,0.0,0.194916955,15
27794,78875,2007,18580,2007-09-30 00:00:00,,,10,0.049742092,0.304333764,0.0,0,-0.233849465,-0.20581016300000002,6.6400065442378065,9.018899230651359,5.165427409302706,4.722605100612935,0.962969135,2.118974139,6.803727209,0.0,0.194916955,15
64135,84365,2007,26293,2007-02-28 00:00:00,,,10,0.04018179,0.270969549,0.005508231999999999,0,-0.05614572,0.09625093300000001,5.6932404354448325,7.920496970632733,3.582018897011834,2.4290004524799254,0.512840079,2.497491257,5.784643309,0.08643560000000002,0.13624508800000001,15
64135,84365,2007,26293,2007-02-28 00:00:00,,,10,0.04018179,0.270969549,0.005508231999999999,1,-0.05614572,0.09625093300000001,5.350633177836954,7.920496970632733,3.582018897011834,2.4290004524799254,0.512840079,2.497491257,5.784643309,0.08643560000000002,0.13624508800000001,15
29968,80303,2007,21310,2007-01-31 00:00:00,,,10,0.04018179,0.690542401,0.0,0,0.7443934790000001,-0.236740168,7.418300863540809,9.67640055981736,5.170614112140736,3.5289169688321813,0.713456784,1.262340964,8.615879484,0.160112734,0.01242734,15
2771,27334,2007,23671,2007-06-30 00:00:00,,,10,0.04018179,0.16454566199999998,0.013572306999999999,0,0.117568163,0.10684454800000001,,,,,,1.782665989,7.538397602000001,0.127358145,0.01271576,15
2771,27334,2007,23671,2007-06-30 00:00:00,,,10,0.04018179,0.16454566199999998,0.013572306999999999,1,0.117568163,0.10684454800000001,,,,,,1.782665989,7.538397602000001,0.127358145,0.01271576,15
1410,47730,2007,16088,2007-03-31 00:00:00,,,10,0.044303925999999993,0.304333764,0.020673413,1,0.31206548100000003,-0.0417666,6.123261474322901,11.528155875202112,6.964378856933978,4.423925535921877,0.9380899109999999,1.417844105,6.92488178,0.0,0.144257561,15
1919,27684,2007,4029,2007-08-31 00:00:00,,,10,0.049742092,0.304333764,0.0,0,-0.254939203,0.532754421,6.974323613653656,10.211350370861778,6.133448026779976,5.773257217269055,0.80842925,1.01686861,8.734993372,0.195367072,-0.003749155,15
27823,78876,2007,20372,2007-02-28 00:00:00,,,10,0.04018179,0.518369337,0.0,0,0.687384937,-0.452508911,3.9095198752100275,9.471458856166175,4.925892757340989,2.4860465498549895,0.946652513,2.733594816,4.392781098,0.021395342,-0.013943678000000001,15
1598,85257,2007,4252,2007-04-30 00:00:00,,,10,0.04018179,0.194597057,0.005989810999999999,1,0.05175797,0.25020397699999997,9.819631674083851,10.916139656064264,6.5019311092190515,3.0846917045204227,0.79481166,2.131105968,7.664757622000001,0.150155604,0.126904976,15
1919,27684,2007,4029,2007-08-31 00:00:00,,,10,0.049742092,0.304333764,0.0,1,-0.254939203,0.532754421,7.007193216949814,10.211350370861778,6.133448026779976,5.773257217269055,0.80842925,1.01686861,8.734993372,0.195367072,-0.003749155,15
1598,85257,2007,4252,2007-04-30 00:00:00,,,10,0.04018179,0.194597057,0.005989810999999999,0,0.05175797,0.25020397699999997,0.0,10.916139656064264,6.5019311092190515,3.0846917045204227,0.79481166,2.131105968,7.664757622000001,0.150155604,0.126904976,15
27823,78876,2007,20372,2007-02-28 00:00:00,,,10,0.04018179,0.518369337,0.0,1,0.687384937,-0.452508911,5.248257115334414,9.471458856166175,4.925892757340989,2.4860465498549895,0.946652513,2.733594816,4.392781098,0.021395342,-0.013943678000000001,15
2448,55597,2007,27653,2007-02-28 00:00:00,,,10,0.04018179,0.506574756,0.0,1,1.459161456,-0.178044833,6.456277724860965,7.983661017107347,3.484114937611938,2.0954741964287966,0.6047024999999999,1.778060934,6.2138197879999995,0.055259035,0.096361578,15
29736,80286,2007,25034,2007-02-28 00:00:00,,,10,0.04018179,0.36090302,0.0,0,-0.22977966600000002,0.429380107,0.0,10.055797895982732,5.746030987215609,4.6844384975866795,0.776904635,2.192573175,6.916707092,0.001752412,0.10695082800000001,15
2448,55597,2007,27653,2007-02-28 00:00:00,,,10,0.04018179,0.506574756,0.0,0,1.459161456,-0.178044833,6.627231524528668,7.983661017107347,3.484114937611938,2.0954741964287966,0.6047024999999999,1.778060934,6.2138197879999995,0.055259035,0.096361578,15
29968,80303,2007,21310,2007-01-31 00:00:00,,,10,0.04018179,0.690542401,0.0,1,0.7443934790000001,-0.236740168,6.298892256812923,9.67640055981736,5.170614112140736,3.5289169688321813,0.713456784,1.262340964,8.615879484,0.160112734,0.01242734,15
2220,61516,2007,17433,2007-08-31 00:00:00,,,10,0.04018179,0.24044853100000002,0.0,0,0.094806713,0.271633161,0.0,10.382296178153195,6.019219990780327,4.432056752996615,0.594585147,1.8567845490000001,7.37598734,0.144637178,0.082875713,15
29736,80286,2007,25034,2007-02-28 00:00:00,,,10,0.04018179,0.36090302,0.0,1,-0.22977966600000002,0.429380107,7.975354193929013,10.055797895982732,5.746030987215609,4.6844384975866795,0.776904635,2.192573175,6.916707092,0.001752412,0.10695082800000001,15
3007,23297,2007,4205,2007-08-31 00:00:00,,,10,0.049742092,0.304333764,0.002751033,0,-0.010819518,0.184580895,5.55966188047741,9.794499077674573,5.7324941282009565,5.02907412125141,0.737276103,1.880677151,7.706513494,0.12031067,0.249703635,15
